campaign_id,campaign_name,platform,date,impressions,clicks,cost,conversions,revenue,ctr,cpc,conversion_rate,roas,ad_type,audience_segment,device_type,region,bounce_rate,avg_session_duration,engagement_rate,ad_position
1042,Black Friday Deal,Gogle Adz,"March 10, 2024",29336,2262,85.86,206.0,2694.02,7.71,0.04,9.11,31.38,Display Ad,,Desktop,,30.0,3m 40s,50.0,Bottom
1043,Unknown_campaign,FB ads,,19723,1182,119.98,330.0,2806.39,5.99,0.1,27.92,23.39,Search Ad,unkown_segment,Desktop,,35.0,2m 15s,47.0,Bottom
1044,Black Friday Deal,,15-02-2024,29991,3661,129.27,278.0,780.41,12.21,0.04,7.59,6.04,AdX,,,,41.0,3m 40s,53.0,NA
1045,Summer Sale,Unknown,15-02-2024,14382,3732,185.27,262.0,1519.89,25.95,0.05,7.02,8.2,AdX,New Users,Desktop,USA,23.0,N/A,50.0,Side
1046,!!!,Unknown,,42561,146,68.46,386.0,4287.63,0.34,0.47,264.38,62.63,search_add,Returning Customers,Deskotp,Europe,49.0,3m 40s,49.0,Side
1047,,google_ads,,44631,451,385.51,489.0,2822.18,1.01,0.85,108.43,7.32,AdX,New Users,Desktop,,34.0,2m 15s,59.0,NA
1048,Holiday Offer,Gogle Adz,2024/04/05,45181,4596,317.99,141.0,4864.25,10.17,0.07,3.07,15.3,,Returning Customers,,Unknown,21.0,3m 40s,33.0,NA
1049,!!!,google_ads,15-02-2024,35776,1029,383.11,91.0,630.54,2.88,0.37,8.84,1.65,Display Ad,Returning Customers,Mobile,Unknown,49.0,2m 15s,51.0,
1050,,,"March 10, 2024",18081,1513,204.65,154.0,4962.99,8.37,0.14,10.18,24.25,,New Users,Deskotp,India,42.0,N/A,58.0,Bottom
1051,Unknown_campaign,FB ads,15-02-2024,34199,2735,327.61,28.0,2557.39,8.0,0.12,1.02,7.81,Video Ad,unkown_segment,,USA,43.0,N/A,53.0,Top
1052,Unknown_campaign,Facebook Ads,2024/04/05,35514,346,466.82,159.0,4754.48,0.97,1.35,45.95,10.18,,unkown_segment,Deskotp,,47.0,3m 40s,44.0,Side
1053,!!!,FB ads,2024/04/05,5227,4688,325.72,313.0,1676.62,89.69,0.07,6.68,5.15,Search Ad,unkown_segment,Mobl,Europe,23.0,N/A,33.0,Bottom
1054,Black Friday Deal,Facebook Ads,2024-01-01,22487,2405,251.51,57.0,581.99,10.7,0.1,2.37,2.31,Search Ad,New Users,Unknown,,24.0,2m 15s,34.0,NA
1055,Black Friday Deal,Facebook Ads,"March 10, 2024",29115,597,147.03,266.0,2497.32,2.05,0.25,44.56,16.99,Search Ad,unkown_segment,Deskotp,Unknown,23.0,3m 40s,53.0,
1056,Unknown_campaign,FB ads,15-02-2024,47331,598,317.4,195.0,2554.67,1.26,0.53,32.61,8.05,Search Ad,Returning Customers,Desktop,USA,31.0,,53.0,Bottom
1057,Unknown_campaign,google_ads,2024/04/05,40039,3299,434.99,325.0,4434.85,8.24,0.13,9.85,10.2,,New Users,Mobl,,38.0,2m 15s,55.0,Bottom
1058,,Google Ads,2024/04/05,21337,4788,454.9,312.0,3282.52,22.44,0.1,6.52,7.22,,unkown_segment,Deskotp,Europe,22.0,,47.0,Side
1059,Summer Sale,Unknown,2024/04/05,31227,1872,188.02,102.0,4847.87,5.99,0.1,5.45,25.78,search_add,New Users,Desktop,Europe,33.0,3m 40s,50.0,Bottom
1060,Summer Sale,Unknown,"March 10, 2024",39808,1826,225.31,220.0,4400.71,4.59,0.12,12.05,19.53,Video Ad,Returning Customers,Unknown,Unknown,22.0,N/A,58.0,Side
1061,Holiday Offer,google_ads,,36237,4058,247.48,70.0,3712.67,11.2,0.06,1.72,15.0,Display Ad,New Users,Mobl,Europe,25.0,N/A,34.0,Side
1062,!!!,Unknown,"March 10, 2024",13153,316,413.86,430.0,2970.39,2.4,1.31,136.08,7.18,Display Ad,,Mobl,Unknown,25.0,3m 40s,39.0,Side
1063,Black Friday Deal,Unknown,2024/04/05,16830,3952,419.43,106.0,1652.28,23.48,0.11,2.68,3.94,Video Ad,,Desktop,Unknown,34.0,3m 40s,39.0,Bottom
1064,Black Friday Deal,FB ads,15-02-2024,11090,3163,244.47,203.0,2631.98,28.52,0.08,6.42,10.77,,New Users,Mobile,India,39.0,N/A,47.0,Top
1065,Summer Sale,Gogle Adz,15-02-2024,34147,4519,134.06,259.0,4517.72,13.23,0.03,5.73,33.7,Search Ad,,Desktop,Unknown,28.0,3m 40s,32.0,
1066,Holiday Offer,Google Ads,,22796,913,345.68,193.0,2009.25,4.01,0.38,21.14,5.81,Display Ad,New Users,Deskotp,India,21.0,3m 40s,42.0,Bottom
1067,Holiday Offer,Google Ads,15-02-2024,48910,1684,287.18,212.0,3691.98,3.44,0.17,12.59,12.86,Display Ad,Returning Customers,Mobile,,39.0,,48.0,NA
1068,Holiday Offer,Unknown,2024/04/05,38672,4515,338.75,357.0,3369.9,11.68,0.08,7.91,9.95,Display Ad,,Mobile,India,34.0,,31.0,
1069,Summer Sale,FB ads,15-02-2024,21786,1276,369.78,147.0,587.0,5.86,0.29,11.52,1.59,Search Ad,Returning Customers,,Europe,33.0,N/A,58.0,Top
1070,Summer Sale,google_ads,2024-01-01,21705,1279,80.35,24.0,2669.1,5.89,0.06,1.88,33.22,Search Ad,unkown_segment,Mobl,,25.0,2m 15s,34.0,Side
1071,!!!,FB ads,"March 10, 2024",35690,4921,370.11,191.0,4842.94,13.79,0.08,3.88,13.09,Display Ad,unkown_segment,Unknown,India,43.0,2m 15s,50.0,Bottom
1072,Unknown_campaign,google_ads,15-02-2024,45681,2537,331.53,211.0,1634.4,5.55,0.13,8.32,4.93,Display Ad,New Users,Deskotp,Unknown,46.0,,55.0,NA
1073,Unknown_campaign,Facebook Ads,2024-01-01,34288,2246,347.6,417.0,3479.03,6.55,0.15,18.57,10.01,search_add,,Mobl,India,44.0,,46.0,Bottom
1074,Holiday Offer,Google Ads,"March 10, 2024",37382,3617,249.88,290.0,2738.86,9.68,0.07,8.02,10.96,Display Ad,,Mobl,USA,48.0,N/A,51.0,Side
1075,,google_ads,15-02-2024,6236,3395,252.73,267.0,4518.04,54.44,0.07,7.86,17.88,search_add,Returning Customers,Deskotp,India,24.0,,56.0,Top
1076,!!!,Google Ads,2024/04/05,6212,2069,52.55,235.0,3113.78,33.31,0.03,11.36,59.25,Video Ad,,Mobl,Europe,34.0,N/A,32.0,Bottom
1077,Holiday Offer,Unknown,"March 10, 2024",40776,2335,59.48,440.0,2624.0,5.73,0.03,18.84,44.12,Video Ad,unkown_segment,,Europe,24.0,,47.0,
1078,Summer Sale,Gogle Adz,2024/04/05,28850,386,358.58,303.0,3068.27,1.34,0.93,78.5,8.56,Video Ad,Returning Customers,Desktop,Unknown,23.0,N/A,39.0,Top
1079,!!!,google_ads,15-02-2024,12927,4274,206.61,413.0,4883.7,33.06,0.05,9.66,23.64,Display Ad,New Users,Desktop,USA,39.0,3m 40s,49.0,
1080,Unknown_campaign,FB ads,,11243,3147,390.29,286.0,2833.69,27.99,0.12,9.09,7.26,Display Ad,Returning Customers,,Unknown,44.0,N/A,46.0,Bottom
1081,!!!,Gogle Adz,"March 10, 2024",7116,1858,464.58,167.0,2596.71,26.11,0.25,8.99,5.59,,,Deskotp,USA,26.0,N/A,59.0,Top
1082,Holiday Offer,Google Ads,15-02-2024,45786,362,132.79,303.0,1851.56,0.79,0.37,83.7,13.94,Video Ad,New Users,Unknown,,32.0,3m 40s,54.0,NA
1083,,google_ads,2024/04/05,27606,2010,260.01,402.0,1911.86,7.28,0.13,20.0,7.35,Search Ad,Returning Customers,Deskotp,Unknown,44.0,3m 40s,48.0,NA
1084,Black Friday Deal,Unknown,,33402,4010,246.74,59.0,2513.05,12.01,0.06,1.47,10.19,search_add,unkown_segment,Mobl,,29.0,3m 40s,59.0,Top
1085,Summer Sale,,15-02-2024,48088,4666,364.85,356.0,4134.66,9.7,0.08,7.63,11.33,,New Users,Mobl,Unknown,38.0,3m 40s,45.0,Bottom
1086,Summer Sale,Unknown,15-02-2024,7644,1609,488.08,73.0,3764.08,21.05,0.3,4.54,7.71,,unkown_segment,Mobile,India,26.0,,45.0,NA
1087,Unknown_campaign,Unknown,2024/04/05,33862,845,324.25,289.0,3478.08,2.5,0.38,34.2,10.73,,unkown_segment,Desktop,USA,29.0,2m 15s,38.0,Bottom
1088,!!!,google_ads,,11392,4326,250.74,229.0,2418.27,37.97,0.06,5.29,9.64,,New Users,Deskotp,Europe,35.0,,51.0,
1089,Black Friday Deal,Gogle Adz,"March 10, 2024",8052,2874,51.29,471.0,663.94,35.69,0.02,16.39,12.94,search_add,Returning Customers,Mobl,USA,21.0,N/A,41.0,Bottom
1090,Unknown_campaign,google_ads,,18314,2068,141.68,45.0,2244.74,11.29,0.07,2.18,15.84,AdX,New Users,Deskotp,Europe,48.0,,55.0,Bottom
1091,Summer Sale,FB ads,2024-01-01,38549,195,253.29,49.0,1894.65,0.51,1.3,25.13,7.48,Search Ad,Returning Customers,Unknown,,28.0,3m 40s,31.0,NA
1092,Summer Sale,Google Ads,"March 10, 2024",9922,872,340.84,483.0,3063.91,8.79,0.39,55.39,8.99,AdX,Returning Customers,Mobl,Unknown,42.0,3m 40s,48.0,
1093,,Unknown,,45472,2158,189.25,382.0,3761.91,4.75,0.09,17.7,19.88,,New Users,Mobile,Unknown,42.0,3m 40s,32.0,Bottom
1094,,FB ads,,12007,521,325.6,125.0,3757.85,4.34,0.62,23.99,11.54,Video Ad,Returning Customers,Unknown,Europe,36.0,2m 15s,50.0,Top
1095,Holiday Offer,Unknown,2024-01-01,23172,4860,440.21,184.0,1039.02,20.97,0.09,3.79,2.36,Display Ad,Returning Customers,Mobile,Unknown,49.0,2m 15s,35.0,
1096,,Gogle Adz,2024/04/05,34611,3096,277.96,470.0,3050.8,8.95,0.09,15.18,10.98,search_add,,Unknown,Unknown,44.0,,47.0,Side
1097,Holiday Offer,Unknown,,48713,3154,231.29,107.0,4466.26,6.47,0.07,3.39,19.31,Video Ad,,,USA,34.0,3m 40s,35.0,Side
1098,!!!,FB ads,15-02-2024,24221,1415,293.64,266.0,1069.36,5.84,0.21,18.8,3.64,Display Ad,New Users,Mobl,,29.0,2m 15s,34.0,Side
1099,,Gogle Adz,2024-01-01,8537,1758,464.99,490.0,2155.98,20.59,0.26,27.87,4.64,,unkown_segment,Unknown,India,47.0,N/A,38.0,Bottom
1100,Unknown_campaign,,2024/04/05,37920,4346,382.42,335.0,4444.86,11.46,0.09,7.71,11.62,Video Ad,unkown_segment,,USA,23.0,,42.0,Side
1101,Black Friday Deal,Facebook Ads,,35030,3440,385.35,202.0,4791.9,9.82,0.11,5.87,12.44,Search Ad,,Mobile,India,38.0,2m 15s,35.0,NA
1102,Black Friday Deal,Unknown,15-02-2024,20796,3550,228.36,367.0,4514.27,17.07,0.06,10.34,19.77,Search Ad,,,,48.0,N/A,37.0,Side
1103,Summer Sale,FB ads,"March 10, 2024",20837,1197,451.51,385.0,1388.43,5.74,0.38,32.16,3.08,AdX,unkown_segment,Mobl,Unknown,20.0,,34.0,Top
1104,!!!,,"March 10, 2024",35616,4607,406.41,39.0,4367.79,12.94,0.09,0.85,10.75,Search Ad,Returning Customers,Mobl,,21.0,,31.0,Top
1105,Holiday Offer,google_ads,2024-01-01,11776,3707,287.57,125.0,3448.49,31.48,0.08,3.37,11.99,,,Mobile,Unknown,38.0,3m 40s,55.0,NA
1106,!!!,Google Ads,2024/04/05,18086,1514,433.85,168.0,3404.99,8.37,0.29,11.1,7.85,Video Ad,Returning Customers,Mobl,,38.0,,57.0,Side
1107,Holiday Offer,Gogle Adz,"March 10, 2024",15186,4292,494.47,104.0,1582.67,28.26,0.12,2.42,3.2,AdX,unkown_segment,Mobile,,35.0,2m 15s,55.0,NA
1108,Holiday Offer,google_ads,2024-01-01,45934,3830,221.55,459.0,784.43,8.34,0.06,11.98,3.54,Display Ad,,Desktop,Europe,43.0,2m 15s,47.0,Top
1109,Summer Sale,google_ads,,5911,532,219.92,26.0,1486.64,9.0,0.41,4.89,6.76,Search Ad,unkown_segment,Unknown,Unknown,30.0,3m 40s,46.0,NA
1110,,google_ads,,48826,380,437.73,119.0,4123.29,0.78,1.15,31.32,9.42,Video Ad,Returning Customers,,USA,27.0,,39.0,Side
1111,,Google Ads,,28046,2873,402.78,93.0,2191.3,10.24,0.14,3.24,5.44,search_add,unkown_segment,,Europe,40.0,3m 40s,53.0,NA
1112,!!!,Unknown,2024/04/05,33093,2503,84.26,13.0,1444.64,7.56,0.03,0.52,17.15,AdX,unkown_segment,Unknown,,34.0,,44.0,Top
1113,,Facebook Ads,,37123,4383,50.2,149.0,1643.19,11.81,0.01,3.4,32.73,Search Ad,unkown_segment,Mobile,,33.0,N/A,40.0,Bottom
1114,Unknown_campaign,Gogle Adz,15-02-2024,13644,504,277.61,161.0,3622.62,3.69,0.55,31.94,13.05,AdX,unkown_segment,,Unknown,49.0,2m 15s,54.0,Side
1115,Unknown_campaign,,2024-01-01,18465,737,206.05,479.0,4171.98,3.99,0.28,64.99,20.25,Search Ad,unkown_segment,Mobile,Unknown,24.0,3m 40s,50.0,Side
1116,!!!,Gogle Adz,15-02-2024,20329,3127,154.44,89.0,539.74,15.38,0.05,2.85,3.49,AdX,unkown_segment,Mobl,,49.0,N/A,48.0,
1117,Unknown_campaign,FB ads,"March 10, 2024",23392,4642,412.34,174.0,4187.21,19.84,0.09,3.75,10.15,Search Ad,New Users,Mobile,Europe,24.0,,51.0,
1118,Summer Sale,Gogle Adz,"March 10, 2024",30152,1137,413.25,461.0,2297.44,3.77,0.36,40.55,5.56,Search Ad,,Deskotp,,27.0,,40.0,Bottom
1119,Summer Sale,FB ads,,16485,4781,236.55,450.0,3565.22,29.0,0.05,9.41,15.07,,Returning Customers,Deskotp,Unknown,33.0,,57.0,Top
1120,Holiday Offer,Gogle Adz,"March 10, 2024",29618,1900,494.01,259.0,3275.09,6.42,0.26,13.63,6.63,,,Desktop,Europe,40.0,N/A,43.0,NA
1121,,Unknown,2024/04/05,17920,4152,113.13,125.0,4153.93,23.17,0.03,3.01,36.72,Display Ad,,Mobl,,37.0,3m 40s,49.0,Top
1122,Holiday Offer,FB ads,2024/04/05,42129,1110,121.58,162.0,1351.73,2.63,0.11,14.59,11.12,Search Ad,,Mobile,,34.0,N/A,53.0,Top
1123,Black Friday Deal,Google Ads,"March 10, 2024",12295,3160,272.46,400.0,2181.68,25.7,0.09,12.66,8.01,AdX,unkown_segment,Desktop,India,21.0,2m 15s,33.0,
1124,,FB ads,2024-01-01,40433,3866,245.67,460.0,3801.97,9.56,0.06,11.9,15.48,Search Ad,New Users,Mobl,Unknown,26.0,2m 15s,44.0,Side
1125,Holiday Offer,FB ads,"March 10, 2024",28841,1966,121.28,342.0,4242.24,6.82,0.06,17.4,34.98,Search Ad,,Deskotp,Europe,37.0,2m 15s,46.0,Bottom
1126,Unknown_campaign,Gogle Adz,2024/04/05,20184,4233,220.08,128.0,3657.17,20.97,0.05,3.02,16.62,Video Ad,Returning Customers,Deskotp,Europe,48.0,2m 15s,57.0,Bottom
1127,!!!,Google Ads,2024/04/05,44180,716,455.91,147.0,3874.51,1.62,0.64,20.53,8.5,Search Ad,unkown_segment,Mobl,USA,22.0,2m 15s,53.0,Side
1128,!!!,FB ads,15-02-2024,8113,1688,471.1,485.0,4902.37,20.81,0.28,28.73,10.41,Search Ad,unkown_segment,Unknown,,34.0,3m 40s,46.0,NA
1129,Holiday Offer,Facebook Ads,,10024,4775,454.48,10.0,2052.08,47.64,0.1,0.21,4.52,Video Ad,Returning Customers,,Europe,41.0,3m 40s,59.0,NA
1130,Unknown_campaign,Unknown,2024-01-01,20788,774,155.82,429.0,972.24,3.72,0.2,55.43,6.24,AdX,,Mobile,Europe,45.0,N/A,55.0,Bottom
1131,Summer Sale,Google Ads,2024/04/05,34388,2877,112.7,15.0,1664.42,8.37,0.04,0.52,14.77,AdX,New Users,Unknown,USA,44.0,2m 15s,53.0,Top
1132,Holiday Offer,,2024-01-01,24833,554,497.93,166.0,1272.23,2.23,0.9,29.96,2.56,,unkown_segment,Mobile,India,49.0,3m 40s,49.0,Side
1133,Summer Sale,FB ads,2024-01-01,44393,234,482.91,426.0,4109.07,0.53,2.06,182.05,8.51,search_add,,Mobile,,41.0,N/A,49.0,Side
1134,Unknown_campaign,google_ads,"March 10, 2024",35291,3742,412.77,387.0,4309.04,10.6,0.11,10.34,10.44,,Returning Customers,Desktop,Unknown,45.0,N/A,37.0,Side
1135,Black Friday Deal,Google Ads,2024/04/05,34179,3438,108.34,473.0,895.84,10.06,0.03,13.76,8.27,Search Ad,Returning Customers,Mobl,India,41.0,N/A,51.0,Side
1136,Unknown_campaign,Unknown,2024-01-01,14594,1140,156.74,330.0,4490.36,7.81,0.14,28.95,28.65,Search Ad,,Deskotp,USA,47.0,2m 15s,44.0,Side
1137,Black Friday Deal,google_ads,2024-01-01,21918,436,318.52,471.0,3257.22,1.99,0.73,108.03,10.23,Search Ad,Returning Customers,Unknown,Europe,25.0,2m 15s,49.0,NA
1138,Holiday Offer,Facebook Ads,"March 10, 2024",7098,3164,249.17,182.0,3551.02,44.58,0.08,5.75,14.25,,New Users,Deskotp,USA,20.0,3m 40s,48.0,Top
1139,Black Friday Deal,Unknown,,26298,2208,410.72,64.0,2880.25,8.4,0.19,2.9,7.01,Video Ad,,Deskotp,Europe,40.0,N/A,35.0,Top
1140,Summer Sale,,2024-01-01,33458,4808,498.17,200.0,2261.19,14.37,0.1,4.16,4.54,search_add,New Users,,USA,34.0,3m 40s,57.0,NA
1141,Holiday Offer,Facebook Ads,2024/04/05,5077,4948,53.37,105.0,941.16,97.46,0.01,2.12,17.63,Video Ad,,Deskotp,Unknown,38.0,,55.0,Bottom
1142,Holiday Offer,Google Ads,2024-01-01,16755,245,388.99,89.0,2757.18,1.46,1.59,36.33,7.09,search_add,unkown_segment,,Unknown,20.0,3m 40s,39.0,Side
1143,Black Friday Deal,,,20279,1984,246.28,385.0,3115.62,9.78,0.12,19.41,12.65,search_add,New Users,Unknown,India,39.0,N/A,47.0,
1144,,,2024-01-01,38057,4490,80.49,357.0,1961.83,11.8,0.02,7.95,24.37,search_add,Returning Customers,Mobile,India,32.0,2m 15s,47.0,Bottom
1145,Black Friday Deal,Gogle Adz,2024-01-01,30912,4120,119.9,139.0,4208.7,13.33,0.03,3.37,35.1,Display Ad,unkown_segment,Mobl,,49.0,N/A,56.0,
1146,!!!,,,20039,2779,99.14,265.0,890.53,13.87,0.04,9.54,8.98,Search Ad,New Users,Deskotp,India,23.0,2m 15s,53.0,Side
1147,Unknown_campaign,Google Ads,"March 10, 2024",33006,4775,52.29,102.0,1699.24,14.47,0.01,2.14,32.5,AdX,Returning Customers,Unknown,Unknown,42.0,2m 15s,43.0,
1148,Black Friday Deal,Unknown,,10372,3169,488.35,80.0,4848.95,30.55,0.15,2.52,9.93,AdX,,Unknown,Europe,35.0,2m 15s,57.0,Side
1149,Unknown_campaign,FB ads,2024/04/05,24587,2859,121.57,200.0,4559.9,11.63,0.04,7.0,37.51,search_add,New Users,Unknown,Unknown,29.0,N/A,35.0,Bottom
1150,,Gogle Adz,,12913,872,60.28,298.0,1069.62,6.75,0.07,34.17,17.74,AdX,Returning Customers,Desktop,USA,36.0,N/A,52.0,NA
1151,Holiday Offer,Gogle Adz,2024/04/05,5900,2607,293.35,151.0,3096.05,44.19,0.11,5.79,10.55,AdX,Returning Customers,Deskotp,Unknown,47.0,2m 15s,45.0,
1152,Holiday Offer,Google Ads,,21053,858,324.1,263.0,1339.95,4.08,0.38,30.65,4.13,Display Ad,New Users,Deskotp,Europe,47.0,,58.0,NA
1153,!!!,google_ads,"March 10, 2024",35135,3126,245.64,429.0,4385.35,8.9,0.08,13.72,17.85,Video Ad,,Mobl,USA,32.0,N/A,55.0,Bottom
1154,!!!,FB ads,2024/04/05,28736,426,258.31,265.0,2174.57,1.48,0.61,62.21,8.42,search_add,Returning Customers,Mobile,,41.0,2m 15s,47.0,Top
1155,Holiday Offer,,,6259,2246,490.68,351.0,1233.95,35.88,0.22,15.63,2.51,Display Ad,unkown_segment,Unknown,India,44.0,,44.0,Top
1156,Holiday Offer,google_ads,15-02-2024,16057,3637,494.93,201.0,4798.29,22.65,0.14,5.53,9.69,Display Ad,unkown_segment,Mobl,USA,22.0,N/A,57.0,Top
